Instance_Name,Execution_Time,Initial_Solution,Final_Solution
adapted_instanceLarge312_m=5_n=50_l=40_c=30_s=2_2.txt,3.69544,273,244
adapted_instanceLarge312_m=5_n=50_l=40_c=30_s=2_3.txt,2.76693,275,253
adapted_instanceLarge312_m=5_n=50_l=40_c=30_s=2_4.txt,4.43117,273,245
adapted_instanceLarge312_m=5_n=50_l=40_c=30_s=2_5.txt,3.26458,268,244
adapted_instanceLarge312_m=5_n=50_l=40_c=30_s=2_6.txt,3.60235,279,249
adapted_instanceLarge312_m=5_n=50_l=40_c=30_s=2_7.txt,2.98414,276,246
adapted_instanceLarge312_m=5_n=50_l=40_c=30_s=2_8.txt,4.14026,271,244
adapted_instanceLarge312_m=5_n=50_l=40_c=30_s=2_9.txt,2.60988,261,242
adapted_instanceLarge312_m=5_n=50_l=40_c=30_s=2_10.txt,2.89858,280,246
adapted_instanceLarge318_m=5_n=50_l=40_c=30_s=2_1.txt,3.23092,242,227
adapted_instanceLarge318_m=5_n=50_l=40_c=30_s=2_2.txt,4.13551,246,223
adapted_instanceLarge318_m=5_n=50_l=40_c=30_s=2_3.txt,3.3162,249,228
adapted_instanceLarge318_m=5_n=50_l=40_c=30_s=2_4.txt,2.62818,244,227
adapted_instanceLarge318_m=5_n=50_l=40_c=30_s=2_5.txt,2.6605,261,231
adapted_instanceLarge318_m=5_n=50_l=40_c=30_s=2_6.txt,3.7049,255,229
adapted_instanceLarge318_m=5_n=50_l=40_c=30_s=2_7.txt,2.64973,257,231
adapted_instanceLarge318_m=5_n=50_l=40_c=30_s=2_8.txt,2.96466,254,234
adapted_instanceLarge318_m=5_n=50_l=40_c=30_s=2_9.txt,2.93775,253,232
adapted_instanceLarge318_m=5_n=50_l=40_c=30_s=2_10.txt,1.94372,266,239
adapted_instanceLarge348_m=5_n=50_l=40_c=30_s=2_1.txt,5.62873,635,587
adapted_instanceLarge348_m=5_n=50_l=40_c=30_s=2_2.txt,5.08581,634,582
adapted_instanceLarge348_m=5_n=50_l=40_c=30_s=2_3.txt,6.74694,651,592
adapted_instanceLarge348_m=5_n=50_l=40_c=30_s=2_4.txt,9.15044,623,571
adapted_instanceLarge348_m=5_n=50_l=40_c=30_s=2_5.txt,7.92932,639,584
adapted_instanceLarge348_m=5_n=50_l=40_c=30_s=2_6.txt,8.39073,652,575
adapted_instanceLarge348_m=5_n=50_l=40_c=30_s=2_7.txt,9.04903,641,580
adapted_instanceLarge348_m=5_n=50_l=40_c=30_s=2_8.txt,6.01514,651,583
adapted_instanceLarge348_m=5_n=50_l=40_c=30_s=2_9.txt,5.12078,633,592
adapted_instanceLarge348_m=5_n=50_l=40_c=30_s=2_10.txt,4.62612,639,588
adapted_instanceLarge46_m=3_n=50_l=30_c=20_s=0_1.txt,3.4153,308,278
adapted_instanceLarge46_m=3_n=50_l=30_c=20_s=0_2.txt,2.11999,309,287
adapted_instanceLarge46_m=3_n=50_l=30_c=20_s=0_3.txt,5.31897,312,272
adapted_instanceLarge46_m=3_n=50_l=30_c=20_s=0_4.txt,3.54839,307,274
adapted_instanceLarge46_m=3_n=50_l=30_c=20_s=0_5.txt,4.31843,310,269
adapted_instanceLarge46_m=3_n=50_l=30_c=20_s=0_6.txt,2.03636,308,277
adapted_instanceLarge46_m=3_n=50_l=30_c=20_s=0_7.txt,2.64776,301,275
adapted_instanceLarge46_m=3_n=50_l=30_c=20_s=0_8.txt,2.8701,308,272
adapted_instanceLarge46_m=3_n=50_l=30_c=20_s=0_9.txt,3.32032,305,274
adapted_instanceLarge46_m=3_n=50_l=30_c=20_s=0_10.txt,2.43972,308,280
adapted_instanceLarge58_m=3_n=50_l=30_c=20_s=0_1.txt,4.22051,294,254
adapted_instanceLarge58_m=3_n=50_l=30_c=20_s=0_2.txt,4.41401,301,266
adapted_instanceLarge58_m=3_n=50_l=30_c=20_s=0_3.txt,4.03198,288,262
adapted_instanceLarge58_m=3_n=50_l=30_c=20_s=0_4.txt,2.37725,295,270
adapted_instanceLarge58_m=3_n=50_l=30_c=20_s=0_5.txt,2.31486,293,266
adapted_instanceLarge58_m=3_n=50_l=30_c=20_s=0_6.txt,2.04429,302,276
adapted_instanceLarge58_m=3_n=50_l=30_c=20_s=0_7.txt,3.72368,295,260
adapted_instanceLarge58_m=3_n=50_l=30_c=20_s=0_8.txt,3.04302,297,264
adapted_instanceLarge58_m=3_n=50_l=30_c=20_s=0_9.txt,3.05524,304,266
adapted_instanceLarge58_m=3_n=50_l=30_c=20_s=0_10.txt,3.68386,298,263
adapted_instanceLarge76_m=3_n=50_l=40_c=30_s=0_1.txt,4.29894,279,256
adapted_instanceLarge76_m=3_n=50_l=40_c=30_s=0_2.txt,2.55235,273,255
adapted_instanceLarge76_m=3_n=50_l=40_c=30_s=0_3.txt,2.92867,280,259
adapted_instanceLarge76_m=3_n=50_l=40_c=30_s=0_4.txt,3.33525,286,254
adapted_instanceLarge76_m=3_n=50_l=40_c=30_s=0_5.txt,4.1201,282,258
adapted_instanceLarge76_m=3_n=50_l=40_c=30_s=0_6.txt,2.90652,288,258
adapted_instanceLarge76_m=3_n=50_l=40_c=30_s=0_7.txt,2.64547,290,262
adapted_instanceLarge76_m=3_n=50_l=40_c=30_s=0_8.txt,2.91191,285,257
adapted_instanceLarge76_m=3_n=50_l=40_c=30_s=0_9.txt,2.88194,285,259
adapted_instanceLarge76_m=3_n=50_l=40_c=30_s=0_10.txt,2.96152,278,260
