Instance_Name,Execution_Time,Initial_Solution,Final_Solution
adapted_instanceLarge116_m=3_n=50_l=40_c=30_s=1_9.txt,1.69967,787,695
adapted_instanceLarge116_m=3_n=50_l=40_c=30_s=1_10.txt,1.7205,761,685
adapted_instanceLarge118_m=3_n=50_l=40_c=30_s=0_1.txt,1.16224,694,644
adapted_instanceLarge118_m=3_n=50_l=40_c=30_s=0_2.txt,2.27653,704,637
adapted_instanceLarge118_m=3_n=50_l=40_c=30_s=0_3.txt,1.72557,699,635
adapted_instanceLarge118_m=3_n=50_l=40_c=30_s=0_4.txt,1.69728,695,631
adapted_instanceLarge118_m=3_n=50_l=40_c=30_s=0_5.txt,1.66262,693,634
adapted_instanceLarge118_m=3_n=50_l=40_c=30_s=0_6.txt,1.78446,711,632
adapted_instanceLarge118_m=3_n=50_l=40_c=30_s=0_7.txt,1.86804,708,637
adapted_instanceLarge118_m=3_n=50_l=40_c=30_s=0_8.txt,2.76204,695,619
adapted_instanceLarge118_m=3_n=50_l=40_c=30_s=0_9.txt,2.88125,708,632
adapted_instanceLarge118_m=3_n=50_l=40_c=30_s=0_10.txt,2.29766,709,633
adapted_instanceLarge120_m=3_n=50_l=40_c=30_s=2_1.txt,1.72924,691,628
adapted_instanceLarge120_m=3_n=50_l=40_c=30_s=2_2.txt,1.72443,676,614
adapted_instanceLarge120_m=3_n=50_l=40_c=30_s=2_3.txt,1.1781,692,627
adapted_instanceLarge120_m=3_n=50_l=40_c=30_s=2_4.txt,2.28764,676,620
adapted_instanceLarge120_m=3_n=50_l=40_c=30_s=2_5.txt,2.24831,661,626
adapted_instanceLarge120_m=3_n=50_l=40_c=30_s=2_6.txt,1.73377,690,625
adapted_instanceLarge120_m=3_n=50_l=40_c=30_s=2_7.txt,1.74938,683,621
adapted_instanceLarge120_m=3_n=50_l=40_c=30_s=2_8.txt,3.38841,685,615
adapted_instanceLarge120_m=3_n=50_l=40_c=30_s=2_9.txt,2.90806,685,621
adapted_instanceLarge120_m=3_n=50_l=40_c=30_s=2_10.txt,1.14033,681,626
adapted_instanceLarge122_m=4_n=50_l=30_c=10_s=1_1.txt,1.05347,248,204
adapted_instanceLarge122_m=4_n=50_l=30_c=10_s=1_2.txt,1.03043,236,194
adapted_instanceLarge122_m=4_n=50_l=30_c=10_s=1_3.txt,1.40518,240,202
adapted_instanceLarge122_m=4_n=50_l=30_c=10_s=1_4.txt,1.04001,239,202
adapted_instanceLarge122_m=4_n=50_l=30_c=10_s=1_5.txt,1.38406,243,197
adapted_instanceLarge122_m=4_n=50_l=30_c=10_s=1_6.txt,1.07575,233,206
adapted_instanceLarge122_m=4_n=50_l=30_c=10_s=1_7.txt,1.42956,240,207
adapted_instanceLarge122_m=4_n=50_l=30_c=10_s=1_8.txt,1.72892,239,196
adapted_instanceLarge122_m=4_n=50_l=30_c=10_s=1_9.txt,1.40257,251,201
adapted_instanceLarge122_m=4_n=50_l=30_c=10_s=1_10.txt,1.05248,241,206
adapted_instanceLarge124_m=4_n=50_l=30_c=10_s=0_1.txt,1.04337,231,206
adapted_instanceLarge124_m=4_n=50_l=30_c=10_s=0_2.txt,1.40713,237,205
adapted_instanceLarge124_m=4_n=50_l=30_c=10_s=0_3.txt,1.38803,240,203
adapted_instanceLarge124_m=4_n=50_l=30_c=10_s=0_4.txt,1.37352,252,201
adapted_instanceLarge124_m=4_n=50_l=30_c=10_s=0_5.txt,1.06403,245,203
adapted_instanceLarge124_m=4_n=50_l=30_c=10_s=0_6.txt,1.41941,248,206
adapted_instanceLarge124_m=4_n=50_l=30_c=10_s=0_7.txt,1.39001,246,203
adapted_instanceLarge124_m=4_n=50_l=30_c=10_s=0_8.txt,1.04637,238,196
adapted_instanceLarge124_m=4_n=50_l=30_c=10_s=0_9.txt,1.04415,240,208
adapted_instanceLarge124_m=4_n=50_l=30_c=10_s=0_10.txt,1.04861,240,203
adapted_instanceLarge126_m=4_n=50_l=30_c=10_s=2_1.txt,1.42057,241,213
adapted_instanceLarge126_m=4_n=50_l=30_c=10_s=2_2.txt,1.38521,256,206
adapted_instanceLarge126_m=4_n=50_l=30_c=10_s=2_3.txt,1.42277,249,209
adapted_instanceLarge126_m=4_n=50_l=30_c=10_s=2_4.txt,1.0451,243,208
adapted_instanceLarge126_m=4_n=50_l=30_c=10_s=2_5.txt,1.38264,255,203
adapted_instanceLarge126_m=4_n=50_l=30_c=10_s=2_6.txt,1.38864,243,204
adapted_instanceLarge126_m=4_n=50_l=30_c=10_s=2_7.txt,1.70962,241,205
adapted_instanceLarge126_m=4_n=50_l=30_c=10_s=2_8.txt,0.997436,245,200
adapted_instanceLarge126_m=4_n=50_l=30_c=10_s=2_9.txt,1.04105,248,205
adapted_instanceLarge126_m=4_n=50_l=30_c=10_s=2_10.txt,1.39066,248,205
adapted_instanceLarge128_m=4_n=50_l=30_c=10_s=1_1.txt,1.03007,240,189
adapted_instanceLarge128_m=4_n=50_l=30_c=10_s=1_2.txt,1.04934,242,199
adapted_instanceLarge128_m=4_n=50_l=30_c=10_s=1_3.txt,1.06789,233,206
adapted_instanceLarge128_m=4_n=50_l=30_c=10_s=1_4.txt,1.38105,237,199
adapted_instanceLarge128_m=4_n=50_l=30_c=10_s=1_5.txt,1.06961,249,200
adapted_instanceLarge128_m=4_n=50_l=30_c=10_s=1_6.txt,1.04049,240,198
adapted_instanceLarge128_m=4_n=50_l=30_c=10_s=1_7.txt,1.34273,236,200
adapted_instanceLarge128_m=4_n=50_l=30_c=10_s=1_8.txt,0.732779,239,202
adapted_instanceLarge128_m=4_n=50_l=30_c=10_s=1_9.txt,1.04678,240,199
adapted_instanceLarge128_m=4_n=50_l=30_c=10_s=1_10.txt,1.04174,241,200
adapted_instanceLarge12_m=3_n=50_l=30_c=10_s=2_1.txt,0.743284,293,242
adapted_instanceLarge12_m=3_n=50_l=30_c=10_s=2_2.txt,2.17549,298,237
adapted_instanceLarge12_m=3_n=50_l=30_c=10_s=2_3.txt,1.08267,286,238
adapted_instanceLarge12_m=3_n=50_l=30_c=10_s=2_4.txt,1.43622,286,241
adapted_instanceLarge12_m=3_n=50_l=30_c=10_s=2_5.txt,1.40594,284,241
adapted_instanceLarge12_m=3_n=50_l=30_c=10_s=2_6.txt,1.07064,282,244
adapted_instanceLarge12_m=3_n=50_l=30_c=10_s=2_7.txt,1.46342,286,244
adapted_instanceLarge12_m=3_n=50_l=30_c=10_s=2_8.txt,1.14385,275,249
adapted_instanceLarge12_m=3_n=50_l=30_c=10_s=2_9.txt,1.18482,279,242
adapted_instanceLarge12_m=3_n=50_l=30_c=10_s=2_10.txt,1.15323,273,247
adapted_instanceLarge130_m=4_n=50_l=30_c=10_s=0_1.txt,1.8106,249,210
adapted_instanceLarge130_m=4_n=50_l=30_c=10_s=0_2.txt,1.46634,246,207
adapted_instanceLarge130_m=4_n=50_l=30_c=10_s=0_3.txt,1.03735,241,211
adapted_instanceLarge130_m=4_n=50_l=30_c=10_s=0_4.txt,1.4358,247,208
adapted_instanceLarge130_m=4_n=50_l=30_c=10_s=0_5.txt,1.43284,248,212
adapted_instanceLarge130_m=4_n=50_l=30_c=10_s=0_6.txt,1.41531,242,202
adapted_instanceLarge130_m=4_n=50_l=30_c=10_s=0_7.txt,1.01519,241,196
adapted_instanceLarge130_m=4_n=50_l=30_c=10_s=0_8.txt,1.38715,239,204
adapted_instanceLarge130_m=4_n=50_l=30_c=10_s=0_9.txt,1.04923,252,211
adapted_instanceLarge130_m=4_n=50_l=30_c=10_s=0_10.txt,1.3705,243,202
adapted_instanceLarge132_m=4_n=50_l=30_c=10_s=2_1.txt,1.06961,254,221
adapted_instanceLarge132_m=4_n=50_l=30_c=10_s=2_2.txt,1.0908,256,219
adapted_instanceLarge132_m=4_n=50_l=30_c=10_s=2_3.txt,1.03344,263,212
adapted_instanceLarge132_m=4_n=50_l=30_c=10_s=2_4.txt,1.70608,251,207
adapted_instanceLarge132_m=4_n=50_l=30_c=10_s=2_5.txt,1.41213,245,206
adapted_instanceLarge132_m=4_n=50_l=30_c=10_s=2_6.txt,2.07771,254,212
adapted_instanceLarge132_m=4_n=50_l=30_c=10_s=2_7.txt,1.07256,249,214
adapted_instanceLarge132_m=4_n=50_l=30_c=10_s=2_8.txt,1.05474,253,216
adapted_instanceLarge132_m=4_n=50_l=30_c=10_s=2_9.txt,1.36899,252,208
adapted_instanceLarge132_m=4_n=50_l=30_c=10_s=2_10.txt,1.03201,246,213
adapted_instanceLarge134_m=4_n=50_l=30_c=10_s=1_1.txt,1.335,250,208
adapted_instanceLarge134_m=4_n=50_l=30_c=10_s=1_2.txt,1.38546,243,211
adapted_instanceLarge134_m=4_n=50_l=30_c=10_s=1_3.txt,0.714667,250,221
adapted_instanceLarge134_m=4_n=50_l=30_c=10_s=1_4.txt,1.42007,249,213
adapted_instanceLarge134_m=4_n=50_l=30_c=10_s=1_5.txt,2.4193,256,211
adapted_instanceLarge134_m=4_n=50_l=30_c=10_s=1_6.txt,0.714515,248,213
adapted_instanceLarge134_m=4_n=50_l=30_c=10_s=1_7.txt,1.70552,249,204
adapted_instanceLarge134_m=4_n=50_l=30_c=10_s=1_8.txt,1.04374,255,208
adapted_instanceLarge134_m=4_n=50_l=30_c=10_s=1_9.txt,0.722469,253,216
adapted_instanceLarge134_m=4_n=50_l=30_c=10_s=1_10.txt,1.39266,253,210
adapted_instanceLarge136_m=4_n=50_l=30_c=10_s=0_1.txt,1.04743,252,225
adapted_instanceLarge136_m=4_n=50_l=30_c=10_s=0_2.txt,1.04753,259,220
adapted_instanceLarge136_m=4_n=50_l=30_c=10_s=0_3.txt,1.40569,260,218
adapted_instanceLarge136_m=4_n=50_l=30_c=10_s=0_4.txt,1.7028,251,215
adapted_instanceLarge136_m=4_n=50_l=30_c=10_s=0_5.txt,1.03211,244,221
adapted_instanceLarge136_m=4_n=50_l=30_c=10_s=0_6.txt,1.39298,265,220
adapted_instanceLarge136_m=4_n=50_l=30_c=10_s=0_7.txt,1.08323,255,228
adapted_instanceLarge136_m=4_n=50_l=30_c=10_s=0_8.txt,1.38043,257,217
adapted_instanceLarge136_m=4_n=50_l=30_c=10_s=0_9.txt,1.0446,256,225
adapted_instanceLarge136_m=4_n=50_l=30_c=10_s=0_10.txt,1.06138,249,224
adapted_instanceLarge138_m=4_n=50_l=30_c=10_s=2_1.txt,1.04702,247,208
adapted_instanceLarge138_m=4_n=50_l=30_c=10_s=2_2.txt,1.34892,242,208
adapted_instanceLarge138_m=4_n=50_l=30_c=10_s=2_3.txt,1.4381,248,221
adapted_instanceLarge138_m=4_n=50_l=30_c=10_s=2_4.txt,1.04875,249,211
adapted_instanceLarge138_m=4_n=50_l=30_c=10_s=2_5.txt,1.40162,243,215
adapted_instanceLarge138_m=4_n=50_l=30_c=10_s=2_6.txt,1.03147,261,209
adapted_instanceLarge138_m=4_n=50_l=30_c=10_s=2_7.txt,1.42507,249,207
adapted_instanceLarge138_m=4_n=50_l=30_c=10_s=2_8.txt,1.1208,257,213
adapted_instanceLarge138_m=4_n=50_l=30_c=10_s=2_9.txt,1.42766,239,210
adapted_instanceLarge138_m=4_n=50_l=30_c=10_s=2_10.txt,1.37945,247,205
adapted_instanceLarge140_m=4_n=50_l=30_c=10_s=1_1.txt,1.06954,238,198
adapted_instanceLarge140_m=4_n=50_l=30_c=10_s=1_2.txt,1.06298,231,198
adapted_instanceLarge140_m=4_n=50_l=30_c=10_s=1_3.txt,1.38647,237,193
adapted_instanceLarge140_m=4_n=50_l=30_c=10_s=1_4.txt,1.03412,233,185
adapted_instanceLarge140_m=4_n=50_l=30_c=10_s=1_5.txt,1.05831,240,197
adapted_instanceLarge140_m=4_n=50_l=30_c=10_s=1_6.txt,1.40208,240,195
adapted_instanceLarge140_m=4_n=50_l=30_c=10_s=1_7.txt,1.05303,243,195
adapted_instanceLarge140_m=4_n=50_l=30_c=10_s=1_8.txt,1.03829,231,193
adapted_instanceLarge140_m=4_n=50_l=30_c=10_s=1_9.txt,1.43164,236,190
adapted_instanceLarge140_m=4_n=50_l=30_c=10_s=1_10.txt,1.03226,244,195
adapted_instanceLarge142_m=4_n=50_l=30_c=10_s=0_1.txt,1.06844,240,205
adapted_instanceLarge142_m=4_n=50_l=30_c=10_s=0_2.txt,1.07494,235,202
adapted_instanceLarge142_m=4_n=50_l=30_c=10_s=0_3.txt,1.74654,239,195
adapted_instanceLarge142_m=4_n=50_l=30_c=10_s=0_4.txt,1.07021,246,198
adapted_instanceLarge142_m=4_n=50_l=30_c=10_s=0_5.txt,1.08321,233,205
adapted_instanceLarge142_m=4_n=50_l=30_c=10_s=0_6.txt,1.39684,238,202
adapted_instanceLarge142_m=4_n=50_l=30_c=10_s=0_7.txt,1.0356,245,193
adapted_instanceLarge142_m=4_n=50_l=30_c=10_s=0_8.txt,1.06757,240,204
adapted_instanceLarge142_m=4_n=50_l=30_c=10_s=0_9.txt,1.08377,246,206
adapted_instanceLarge142_m=4_n=50_l=30_c=10_s=0_10.txt,1.05479,235,204
adapted_instanceLarge144_m=4_n=50_l=30_c=10_s=2_1.txt,1.70915,233,196
adapted_instanceLarge144_m=4_n=50_l=30_c=10_s=2_2.txt,1.03897,247,211
adapted_instanceLarge144_m=4_n=50_l=30_c=10_s=2_3.txt,1.40463,242,201
adapted_instanceLarge144_m=4_n=50_l=30_c=10_s=2_4.txt,1.0545,241,203
adapted_instanceLarge144_m=4_n=50_l=30_c=10_s=2_5.txt,1.37634,239,199
adapted_instanceLarge144_m=4_n=50_l=30_c=10_s=2_6.txt,1.42052,240,203
adapted_instanceLarge144_m=4_n=50_l=30_c=10_s=2_7.txt,1.02871,245,194
adapted_instanceLarge144_m=4_n=50_l=30_c=10_s=2_8.txt,1.4067,250,206
adapted_instanceLarge144_m=4_n=50_l=30_c=10_s=2_9.txt,1.76663,247,202
adapted_instanceLarge144_m=4_n=50_l=30_c=10_s=2_10.txt,2.13777,239,206
adapted_instanceLarge146_m=4_n=50_l=30_c=10_s=1_1.txt,1.3623,248,212
adapted_instanceLarge146_m=4_n=50_l=30_c=10_s=1_2.txt,1.04401,252,213
adapted_instanceLarge146_m=4_n=50_l=30_c=10_s=1_3.txt,1.05122,253,216
adapted_instanceLarge146_m=4_n=50_l=30_c=10_s=1_4.txt,1.03684,245,208
adapted_instanceLarge146_m=4_n=50_l=30_c=10_s=1_5.txt,1.0543,251,212
adapted_instanceLarge146_m=4_n=50_l=30_c=10_s=1_6.txt,1.41128,244,214
adapted_instanceLarge146_m=4_n=50_l=30_c=10_s=1_7.txt,1.04022,258,213
adapted_instanceLarge146_m=4_n=50_l=30_c=10_s=1_8.txt,1.73095,251,211
adapted_instanceLarge146_m=4_n=50_l=30_c=10_s=1_9.txt,1.02875,260,205
adapted_instanceLarge146_m=4_n=50_l=30_c=10_s=1_10.txt,1.4034,253,208
adapted_instanceLarge148_m=4_n=50_l=30_c=10_s=0_1.txt,1.3869,238,188
adapted_instanceLarge148_m=4_n=50_l=30_c=10_s=0_2.txt,0.704771,231,197
adapted_instanceLarge148_m=4_n=50_l=30_c=10_s=0_3.txt,1.03751,235,188
adapted_instanceLarge148_m=4_n=50_l=30_c=10_s=0_4.txt,1.0656,234,197
adapted_instanceLarge148_m=4_n=50_l=30_c=10_s=0_5.txt,1.67578,242,187
adapted_instanceLarge148_m=4_n=50_l=30_c=10_s=0_6.txt,2.98315,245,181
adapted_instanceLarge148_m=4_n=50_l=30_c=10_s=0_7.txt,1.06134,240,204
adapted_instanceLarge148_m=4_n=50_l=30_c=10_s=0_8.txt,1.73531,241,188
adapted_instanceLarge148_m=4_n=50_l=30_c=10_s=0_9.txt,1.36408,235,187
adapted_instanceLarge148_m=4_n=50_l=30_c=10_s=0_10.txt,1.39936,243,195
adapted_instanceLarge14_m=3_n=50_l=30_c=10_s=1_1.txt,1.11251,267,224
adapted_instanceLarge14_m=3_n=50_l=30_c=10_s=1_2.txt,1.08659,266,228
adapted_instanceLarge14_m=3_n=50_l=30_c=10_s=1_3.txt,0.720778,260,232
adapted_instanceLarge14_m=3_n=50_l=30_c=10_s=1_4.txt,1.47409,265,221
adapted_instanceLarge14_m=3_n=50_l=30_c=10_s=1_5.txt,0.758896,277,228
adapted_instanceLarge14_m=3_n=50_l=30_c=10_s=1_6.txt,1.10955,276,224
adapted_instanceLarge14_m=3_n=50_l=30_c=10_s=1_7.txt,1.45152,269,227
adapted_instanceLarge14_m=3_n=50_l=30_c=10_s=1_8.txt,2.19584,274,226
adapted_instanceLarge14_m=3_n=50_l=30_c=10_s=1_9.txt,1.77609,269,220
adapted_instanceLarge14_m=3_n=50_l=30_c=10_s=1_10.txt,1.10018,257,224
adapted_instanceLarge150_m=4_n=50_l=30_c=10_s=2_1.txt,1.38217,230,203
adapted_instanceLarge150_m=4_n=50_l=30_c=10_s=2_2.txt,1.06037,240,196
adapted_instanceLarge150_m=4_n=50_l=30_c=10_s=2_3.txt,1.04968,231,198
adapted_instanceLarge150_m=4_n=50_l=30_c=10_s=2_4.txt,1.04052,236,193
adapted_instanceLarge150_m=4_n=50_l=30_c=10_s=2_5.txt,1.04014,240,194
adapted_instanceLarge150_m=4_n=50_l=30_c=10_s=2_6.txt,1.04725,232,193
adapted_instanceLarge150_m=4_n=50_l=30_c=10_s=2_7.txt,1.05029,238,197
adapted_instanceLarge150_m=4_n=50_l=30_c=10_s=2_8.txt,1.06584,233,197
adapted_instanceLarge150_m=4_n=50_l=30_c=10_s=2_9.txt,1.39169,236,195
adapted_instanceLarge150_m=4_n=50_l=30_c=10_s=2_10.txt,1.02973,234,189
adapted_instanceLarge152_m=4_n=50_l=30_c=20_s=1_1.txt,1.07948,357,322
adapted_instanceLarge152_m=4_n=50_l=30_c=20_s=1_2.txt,1.07527,355,333
adapted_instanceLarge152_m=4_n=50_l=30_c=20_s=1_3.txt,1.42412,366,324
adapted_instanceLarge152_m=4_n=50_l=30_c=20_s=1_4.txt,1.07796,354,328
adapted_instanceLarge152_m=4_n=50_l=30_c=20_s=1_5.txt,1.0499,358,328
adapted_instanceLarge152_m=4_n=50_l=30_c=20_s=1_6.txt,1.05041,360,325
adapted_instanceLarge152_m=4_n=50_l=30_c=20_s=1_7.txt,1.37343,363,321
