Instance_Name,Execution_Time,Initial_Solution,Final_Solution
adapted_instanceLarge374_m=4_n=100_l=30_c=10_s=1_10.txt,10.5698,420,356
adapted_instanceLarge376_m=4_n=100_l=30_c=10_s=0_1.txt,10.6245,410,359
adapted_instanceLarge376_m=4_n=100_l=30_c=10_s=0_2.txt,10.4659,423,346
adapted_instanceLarge376_m=4_n=100_l=30_c=10_s=0_3.txt,7.89532,413,347
adapted_instanceLarge376_m=4_n=100_l=30_c=10_s=0_4.txt,7.9942,414,355
adapted_instanceLarge376_m=4_n=100_l=30_c=10_s=0_5.txt,7.9465,408,354
adapted_instanceLarge376_m=4_n=100_l=30_c=10_s=0_6.txt,7.91884,405,351
adapted_instanceLarge376_m=4_n=100_l=30_c=10_s=0_7.txt,10.5236,412,341
adapted_instanceLarge376_m=4_n=100_l=30_c=10_s=0_8.txt,7.96533,423,358
adapted_instanceLarge376_m=4_n=100_l=30_c=10_s=0_9.txt,7.95131,404,356
adapted_instanceLarge376_m=4_n=100_l=30_c=10_s=0_10.txt,10.6014,411,352
adapted_instanceLarge378_m=4_n=100_l=30_c=10_s=2_1.txt,10.4329,393,331
adapted_instanceLarge378_m=4_n=100_l=30_c=10_s=2_2.txt,10.5893,394,334
adapted_instanceLarge378_m=4_n=100_l=30_c=10_s=2_3.txt,10.3288,409,328
adapted_instanceLarge378_m=4_n=100_l=30_c=10_s=2_4.txt,7.95887,413,344
adapted_instanceLarge378_m=4_n=100_l=30_c=10_s=2_5.txt,8.01946,401,346
adapted_instanceLarge378_m=4_n=100_l=30_c=10_s=2_6.txt,13.148,404,324
adapted_instanceLarge378_m=4_n=100_l=30_c=10_s=2_7.txt,13.1468,412,335
adapted_instanceLarge378_m=4_n=100_l=30_c=10_s=2_8.txt,13.0124,393,335
adapted_instanceLarge378_m=4_n=100_l=30_c=10_s=2_9.txt,13.284,402,334
adapted_instanceLarge378_m=4_n=100_l=30_c=10_s=2_10.txt,13.2752,400,339
adapted_instanceLarge380_m=4_n=100_l=30_c=10_s=1_1.txt,10.4565,400,327
adapted_instanceLarge380_m=4_n=100_l=30_c=10_s=1_2.txt,7.9371,408,340
adapted_instanceLarge380_m=4_n=100_l=30_c=10_s=1_3.txt,10.5345,403,340
adapted_instanceLarge380_m=4_n=100_l=30_c=10_s=1_4.txt,13.2937,398,337
adapted_instanceLarge380_m=4_n=100_l=30_c=10_s=1_5.txt,8.05006,400,344
adapted_instanceLarge380_m=4_n=100_l=30_c=10_s=1_6.txt,10.4324,389,336
adapted_instanceLarge380_m=4_n=100_l=30_c=10_s=1_7.txt,10.6064,401,346
adapted_instanceLarge380_m=4_n=100_l=30_c=10_s=1_8.txt,10.524,407,336
adapted_instanceLarge380_m=4_n=100_l=30_c=10_s=1_9.txt,10.4872,394,333
adapted_instanceLarge380_m=4_n=100_l=30_c=10_s=1_10.txt,13.253,408,341
adapted_instanceLarge382_m=4_n=100_l=30_c=10_s=0_1.txt,7.82684,410,344
adapted_instanceLarge382_m=4_n=100_l=30_c=10_s=0_2.txt,10.7183,416,346
adapted_instanceLarge382_m=4_n=100_l=30_c=10_s=0_3.txt,12.9086,418,343
adapted_instanceLarge382_m=4_n=100_l=30_c=10_s=0_4.txt,13.0798,408,350
adapted_instanceLarge382_m=4_n=100_l=30_c=10_s=0_5.txt,10.4551,419,345
adapted_instanceLarge382_m=4_n=100_l=30_c=10_s=0_6.txt,10.3955,406,342
adapted_instanceLarge382_m=4_n=100_l=30_c=10_s=0_7.txt,10.4932,408,351
adapted_instanceLarge382_m=4_n=100_l=30_c=10_s=0_8.txt,10.4842,420,348
adapted_instanceLarge382_m=4_n=100_l=30_c=10_s=0_9.txt,7.96388,418,354
adapted_instanceLarge382_m=4_n=100_l=30_c=10_s=0_10.txt,10.5889,418,358
adapted_instanceLarge384_m=4_n=100_l=30_c=10_s=2_1.txt,10.4539,396,347
adapted_instanceLarge384_m=4_n=100_l=30_c=10_s=2_2.txt,10.4675,412,340
adapted_instanceLarge384_m=4_n=100_l=30_c=10_s=2_3.txt,7.91237,400,335
adapted_instanceLarge384_m=4_n=100_l=30_c=10_s=2_4.txt,7.8155,396,335
adapted_instanceLarge384_m=4_n=100_l=30_c=10_s=2_5.txt,10.5422,402,342
adapted_instanceLarge384_m=4_n=100_l=30_c=10_s=2_6.txt,10.647,405,346
adapted_instanceLarge384_m=4_n=100_l=30_c=10_s=2_7.txt,10.511,404,344
adapted_instanceLarge384_m=4_n=100_l=30_c=10_s=2_8.txt,7.93891,399,340
adapted_instanceLarge384_m=4_n=100_l=30_c=10_s=2_9.txt,13.1203,404,336
