Instance_Name,Execution_Time,Initial_Solution,Final_Solution
adapted_instanceLarge46_m=3_n=50_l=30_c=20_s=0_3.txt,6.12693,300,264
adapted_instanceLarge46_m=3_n=50_l=30_c=20_s=0_4.txt,5.79442,310,276
adapted_instanceLarge46_m=3_n=50_l=30_c=20_s=0_5.txt,6.37908,306,277
adapted_instanceLarge46_m=3_n=50_l=30_c=20_s=0_6.txt,7.35144,311,272
adapted_instanceLarge46_m=3_n=50_l=30_c=20_s=0_7.txt,6.67592,304,266
adapted_instanceLarge46_m=3_n=50_l=30_c=20_s=0_8.txt,3.78303,300,273
adapted_instanceLarge46_m=3_n=50_l=30_c=20_s=0_9.txt,4.27945,312,273
adapted_instanceLarge46_m=3_n=50_l=30_c=20_s=0_10.txt,3.77676,294,269
adapted_instanceLarge58_m=3_n=50_l=30_c=20_s=0_1.txt,3.555,301,263
adapted_instanceLarge58_m=3_n=50_l=30_c=20_s=0_2.txt,4.99094,298,256
adapted_instanceLarge58_m=3_n=50_l=30_c=20_s=0_3.txt,5.1605,303,260
adapted_instanceLarge58_m=3_n=50_l=30_c=20_s=0_4.txt,3.48202,296,269
adapted_instanceLarge58_m=3_n=50_l=30_c=20_s=0_5.txt,4.85647,289,261
adapted_instanceLarge58_m=3_n=50_l=30_c=20_s=0_6.txt,4.51465,299,263
adapted_instanceLarge58_m=3_n=50_l=30_c=20_s=0_7.txt,5.77804,302,260
adapted_instanceLarge58_m=3_n=50_l=30_c=20_s=0_8.txt,5.88908,308,263
adapted_instanceLarge58_m=3_n=50_l=30_c=20_s=0_9.txt,3.82623,300,265
adapted_instanceLarge58_m=3_n=50_l=30_c=20_s=0_10.txt,4.80843,291,266
adapted_instanceLarge76_m=3_n=50_l=40_c=30_s=0_1.txt,4.67156,279,255
adapted_instanceLarge76_m=3_n=50_l=40_c=30_s=0_2.txt,5.74142,281,254
adapted_instanceLarge76_m=3_n=50_l=40_c=30_s=0_3.txt,4.76769,282,253
adapted_instanceLarge76_m=3_n=50_l=40_c=30_s=0_4.txt,4.6908,281,253
adapted_instanceLarge76_m=3_n=50_l=40_c=30_s=0_5.txt,5.85057,284,255
adapted_instanceLarge76_m=3_n=50_l=40_c=30_s=0_6.txt,6.52201,283,254
adapted_instanceLarge76_m=3_n=50_l=40_c=30_s=0_7.txt,3.84559,279,256
adapted_instanceLarge76_m=3_n=50_l=40_c=30_s=0_8.txt,7.04288,281,251
adapted_instanceLarge76_m=3_n=50_l=40_c=30_s=0_9.txt,5.92085,282,256
adapted_instanceLarge76_m=3_n=50_l=40_c=30_s=0_10.txt,5.66184,279,258
