Instance_Name,Execution_Time,Initial_Solution,Final_Solution
adapted_instanceLarge294_m=5_n=50_l=30_c=20_s=2_4.txt,4.93896,324,288
adapted_instanceLarge294_m=5_n=50_l=30_c=20_s=2_5.txt,2.55671,322,294
adapted_instanceLarge294_m=5_n=50_l=30_c=20_s=2_6.txt,2.74277,313,293
adapted_instanceLarge294_m=5_n=50_l=30_c=20_s=2_7.txt,4.24288,329,290
adapted_instanceLarge294_m=5_n=50_l=30_c=20_s=2_8.txt,5.38502,328,288
adapted_instanceLarge294_m=5_n=50_l=30_c=20_s=2_9.txt,3.73772,329,296
adapted_instanceLarge294_m=5_n=50_l=30_c=20_s=2_10.txt,4.62943,323,286
adapted_instanceLarge2_m=3_n=50_l=30_c=10_s=1_1.txt,8.16958,261,206
adapted_instanceLarge2_m=3_n=50_l=30_c=10_s=1_2.txt,7.30293,274,214
adapted_instanceLarge2_m=3_n=50_l=30_c=10_s=1_3.txt,6.9875,271,213
adapted_instanceLarge2_m=3_n=50_l=30_c=10_s=1_4.txt,5.39799,260,214
adapted_instanceLarge2_m=3_n=50_l=30_c=10_s=1_5.txt,6.39947,255,212
adapted_instanceLarge2_m=3_n=50_l=30_c=10_s=1_6.txt,4.38373,255,215
adapted_instanceLarge2_m=3_n=50_l=30_c=10_s=1_7.txt,6.92797,272,215
adapted_instanceLarge2_m=3_n=50_l=30_c=10_s=1_8.txt,5.11456,260,216
adapted_instanceLarge2_m=3_n=50_l=30_c=10_s=1_9.txt,6.11737,271,220
adapted_instanceLarge2_m=3_n=50_l=30_c=10_s=1_10.txt,6.54132,265,218
adapted_instanceLarge312_m=5_n=50_l=40_c=30_s=2_1.txt,3.66978,268,241
adapted_instanceLarge312_m=5_n=50_l=40_c=30_s=2_2.txt,4.64771,273,243
adapted_instanceLarge312_m=5_n=50_l=40_c=30_s=2_3.txt,4.12783,263,242
adapted_instanceLarge312_m=5_n=50_l=40_c=30_s=2_4.txt,3.78684,281,239
adapted_instanceLarge312_m=5_n=50_l=40_c=30_s=2_5.txt,3.81303,266,242
adapted_instanceLarge312_m=5_n=50_l=40_c=30_s=2_6.txt,4.06188,273,242
adapted_instanceLarge312_m=5_n=50_l=40_c=30_s=2_7.txt,4.83333,275,242
adapted_instanceLarge312_m=5_n=50_l=40_c=30_s=2_8.txt,5.13382,275,241
